"X","ministro","ministerio","presidente","correccion_fechadeentrada","correccion_fechadesalida","diferencia_dias","duration_minister_in_yrs","comienzo_administracion","fin_administracion","comienzo_regimen","fin_regimen","x1_administracion","x2_administracion","x1_regimen","x2_regimen","dummy_replacement","tipo_regimen","clasificacion_area","clasificacion_area_amplio","cantidaddevecesqueocupounm","informacion_personal_nacimiento_date","provincia_nacimiento","educacion_educado_en","informacion_profesional_ocupacion","informacion_profesional_partido_politico","informacion_personal_nacimiento_place","informacion_personal_fallecimiento_date","informacion_personal_fallecimiento_place","informacion_personal_nacionalidad","informacion_profesional_miembro_de","informacion_profesional_rama_militar","informacion_profesional_rango_militar","Year"
197,"Angel Allaria","guerra","Victorino de la Plaza",1914-07-16,1916-10-12,819,2.24229979466119,"1914-08-09","1916-10-12","1862-10-12","1930-09-06",795,0,19723,5077,0,"Democracia","Área político-Institucional","Área Defensa",1,"1865-05-07","Córdoba",NA,"Militar",NA,"Río Cuarto, Argentina","1942-10-12","Buenos Aires, Argentina","Argentina",NA,NA,"General",1914
198,"Enrique Carbó","hacienda","Victorino de la Plaza",1914-02-18,1915-08-23,551,1.50855578370979,"1914-08-09","1916-10-12","1862-10-12","1930-09-06",379,416,19307,5493,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1861-02-24","Entre Ríos",NA,"Abogado.",NA,"Paraná, Entre Ríos, Argentina","1920-02-02","Villa Urquiza, Entre Ríos, Argentina","Argentina",NA,NA,NA,1914
199,"Francisco J. Oliver","hacienda","Victorino de la Plaza",1915-08-23,1916-10-12,416,1.13894592744695,"1914-08-09","1916-10-12","1862-10-12","1930-09-06",795,0,19723,5077,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1863-12-18","Buenos Aires","Universidad de Buenos Aires","Abogado",NA,"Buenos Aires, Argentina","1924-03-27","Buenos Aires, Argentina","Argentina",NA,NA,NA,1915
200,"Horacio Calderon","agricultura","Victorino de la Plaza",1914-02-18,1916-10-12,967,2.64750171115674,"1914-08-09","1916-10-12","1862-10-12","1930-09-06",795,0,19723,5077,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1869-10-30","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Autonomista Nacional","Buenos Aires, Argentina","1950-09-04","Buenos Aires, Argentina","Argentina",NA,NA,NA,1914
201,"Manuel Moyano","obras públicas","Victorino de la Plaza",1914-02-18,1916-10-12,967,2.64750171115674,"1914-08-09","1916-10-12","1862-10-12","1930-09-06",795,0,19723,5077,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",1,"1863-06-02","Buenos Aires",NA,"Abogado",NA,"Buenos Aires, Argentina","1932-04-24","Buenos Aires, Argentina","Argentina",NA,NA,NA,1914
202,"Ramón Gomez","interior","Hipólito Yrigoyen 1",1916-10-12,1922-04-11,2007,5.49486652977413,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2007,184,21730,3070,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1865-10-28","Córdoba","Universidad Nacional de Córdoba","Abogado, Hacendado","Unión Cívica Radical","Ballesteros, Argentina","1940-04-14","Ciudad de Buenos Aires, Argentina","Argentina",NA,NA,NA,1916
203,"Francisco Beiró","interior","Hipólito Yrigoyen 1",1922-04-11,1922-10-12,184,0.503764544832307,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2191,0,21914,2886,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1876-09-19","Entre Ríos","Universidad de Buenos Aires","Abogado y político","Unión Cívica Radical","Rosario del Tala (Argentina)","1928-07-22","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1922
204,"Carlos Becú","relaciones exteriores y culto","Hipólito Yrigoyen 1",1916-10-12,1918-09-14,702,1.92197125256674,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",702,1489,20425,4375,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1879-12-01","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Buenos Aires, Argentina","1924-04-18","Buenos Aires, Argentina","Argentina",NA,NA,NA,1916
205,"Honorio J. Pueyrredon","relaciones exteriores y culto","Hipólito Yrigoyen 1",1916-10-12,1922-10-14,2193,6.0041067761807,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2193,-2,21916,2884,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1876-07-09","Buenos Aires","Universidad de Buenos Aires","Abogado, diplomático, político y futbolista","Unión CívicaUnión Cívica Radical","San Pedro, Buenos Aires","1945-09-23","Buenos Aires","Argentina",NA,NA,NA,1916
206,"José S. Salinas","justicia e instrucción pública","Hipólito Yrigoyen 1",1916-10-12,1922-10-12,2191,5.99863107460643,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2191,0,21914,2886,0,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1870-01-01","La Rioja","Universidad de Buenos Aires","Abogado y  docente","Unión Cívica Radical","Olta (Argentina)","1933-01-01","Buenos Aires","Argentina",NA,NA,NA,1916
207,"Elpidio Gonzalez","guerra","Hipólito Yrigoyen 1",1916-10-12,1918-09-14,702,1.92197125256674,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",702,1489,20425,4375,1,"Democracia","Área político-Institucional","Área Defensa",2,"1875-08-01","Santa Fe","Universidad Nacional de La PlataUniversidad Nacional de Córdoba","Político","Unión Cívica Radical","Rosario, Argentina","1951-10-18","Buenos Aires, Argentina","Argentina",NA,NA,NA,1916
208,"Julio Moreno","guerra","Hipólito Yrigoyen 1",1918-09-14,1921-02-01,871,2.38466803559206,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",1573,618,21296,3504,1,"Democracia","Área político-Institucional","Área Defensa",2,"1866-11-14","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Buenos Aires, Argentina","1926-11-27","París, Francia","Argentina",NA,NA,NA,1918
209,"Julio Moreno","guerra","Hipólito Yrigoyen 1",1921-02-01,1922-10-12,618,1.69199178644764,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2191,0,21914,2886,0,"Democracia","Área político-Institucional","Área Defensa",2,"1866-11-14","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Buenos Aires, Argentina","1926-11-27","París, Francia","Argentina",NA,NA,NA,1921
210,"Federico Alvarez de Toledo","marina","Hipólito Yrigoyen 1",1916-10-12,1921-02-01,1573,4.3066392881588,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",1573,618,21296,3504,1,"Democracia","Área político-Institucional","Área Defensa",1,"1875-01-01","Buenos Aires","Universidad de Buenos Aires","Periodista y político","Unión Cívica Radical","Saladillo (Argentina)","1939-12-13","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1916
211,"Tomás Zurueta","marina","Hipólito Yrigoyen 1",1921-02-01,1922-10-12,618,1.69199178644764,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2191,0,21914,2886,0,"Democracia","Área político-Institucional","Área Defensa",2,"1870-01-01","Buenos Aires",NA,"Oficial militar","Unión Cívica Radical","Buenos Aires (Argentina)","1931-09-17","Buenos Aires (Argentina)","Argentina",NA,"Armada Argentina",NA,1921
212,"Domingo Salaberry","hacienda","Hipólito Yrigoyen 1",1916-10-12,1922-10-12,2191,5.99863107460643,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2191,0,21914,2886,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1879-08-14","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Buenos Aires, Argentina","1923-11-11","Buenos Aires, Argentina","Argentina",NA,NA,NA,1916
213,"Honorio J. Pueyrredon","agricultura","Hipólito Yrigoyen 1",1916-10-12,1918-09-14,702,1.92197125256674,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",702,1489,20425,4375,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1876-07-09","Buenos Aires","Universidad de Buenos Aires","Abogado, diplomático, político y futbolista","Unión CívicaUnión Cívica Radical","San Pedro, Buenos Aires","1945-09-23","Buenos Aires","Argentina",NA,NA,NA,1916
214,"Alfredo Demarchi","agricultura","Hipólito Yrigoyen 1",1918-09-14,1922-04-11,1305,3.57289527720739,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2007,184,21730,3070,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1857-10-12","Buenos Aires","Instituto Politécnico de Zúrich","Ingeniero","Unión Cívica Radical","Buenos Aires, Argentina","1937-08-16","Buenos Aires, Argentina","Argentina",NA,NA,NA,1918
215,"Eudoro Vargas Gomez","agricultura","Hipólito Yrigoyen 1",1922-04-11,1922-08-19,130,0.355920602327173,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2137,54,21860,2940,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1878-01-03","Corrientes","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Mercedes (Corrientes), Argentina","1946-01-30","Corrientes, Argentina","Argentina",NA,NA,NA,1922
216,"Carlos J. Rodríguez","agricultura","Hipólito Yrigoyen 1",1922-08-19,1922-10-12,54,0.147843942505133,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2191,0,21914,2886,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1875-03-13","Córdoba","Universidad de Buenos Aires","Abogado","Unión Cívica Radical
Unión Cívica Radical Intransigente","Río Cuarto, Argentina","1967-08-26","Río Cuarto, Argentina","Argentina",NA,NA,NA,1922
217,"Pablo Torello","obras públicas","Hipólito Yrigoyen 1",1916-10-12,1922-10-12,2191,5.99863107460643,"1916-10-12","1922-10-12","1862-10-12","1930-09-06",2191,0,21914,2886,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",1,"1864-10-09","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Mercedes (Argentina)","1943-12-11",NA,"Argentina",NA,NA,NA,1916
218,"José Nicolas Matienzo","interior","Marcelo Torcuato de Alvear",1922-10-12,1923-12-12,426,1.16632443531828,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",426,1766,22340,2460,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1860-10-04","Tucumán","Universidad de Buenos Aires","Abogado, escritor, académico, político","Unión Cívica Radical, Unión Cívica Radical Antipersonalista","Argentina","1936-01-03","Argentina","Argentina",NA,NA,NA,1922
219,"Vicente C. Gallo","interior","Marcelo Torcuato de Alvear",1923-12-12,1925-08-05,602,1.64818617385353,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",1028,1164,22942,1858,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1873-10-03","Tucumán","Universidad de Buenos Aires","abogado, académico, político","Unión Cívica
(1890-1891)
Unión Cívica Radical
(1891-1924/1931-1942)
Unión Cívica Radical Antipersonalista
(1924-1930)","San Miguel de Tucumán, Argentina","1942-06-03","Buenos Aires, Argentina","Argentina","Academia Nacional de Ciencias Morales y Políticas",NA,NA,1923
220,"José P. Tamborini","interior","Marcelo Torcuato de Alvear",1925-08-05,1928-10-12,1164,3.18685831622177,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",2192,0,24106,694,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1886-02-22","Buenos Aires","Universidad de Buenos Aires

Colegio Nacional Buenos Aires","Médico y político","Unión Cívica Radical
(~1900-1955)
Unión Cívica Radical Antipersonalista
(1924-1930)","Buenos Aires, Argentina","1955-09-25","Buenos Aires, Argentina","Argentina",NA,NA,NA,1925
221,"Angel Gallardo","relaciones exteriores y culto","Marcelo Torcuato de Alvear",1922-12-27,1928-10-12,2116,5.79329226557153,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",2192,0,24106,694,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1867-11-19","Buenos Aires","Universidad de Buenos Aires","Doctor en Ciencias Naturales","Unión Cívica Radical","Buenos Aires, Argentina","1934-05-13","Buenos Aires, Argentina","Argentina","Académie Nationale de MédecineReal Academia de Ciencias Exactas, Físicas y NaturalesAcademia de Ciencias de Turín (desde 1928)",NA,NA,1922
222,"Celestino J. Marcó","justicia e instrucción pública","Marcelo Torcuato de Alvear",1922-10-12,1923-10-23,376,1.02943189596167,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",376,1816,22290,2510,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1864-01-01","Entre Ríos",NA,"Político","Unión Cívica Radical","Gualeguay, Argentina","1940-05-18","Buenos Aires, Argentina","Argentina",NA,NA,NA,1922
223,"Antonio Sagarna","justicia e instrucción pública","Marcelo Torcuato de Alvear",1923-10-23,1928-10-12,1816,4.9719370294319,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",2192,0,24106,694,0,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1874-10-11","Entre Ríos","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Nogoyá, Argentina","1949-07-28","Buenos Aires, Argentina","Argentina","Academia Nacional de la Historia de la República ArgentinaAcademia Nacional de Ciencias Morales y Políticas",NA,NA,1923
224,"Agustín P. Justo","guerra","Marcelo Torcuato de Alvear",1922-10-12,1924-03-24,529,1.44832306639288,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",529,1663,22443,2357,1,"Democracia","Área político-Institucional","Área Defensa",2,"1876-02-27","Entre Ríos","Universidad de Buenos AiresColegio Nacional de Buenos AiresColegio Militar de la Nación","militar, político, ingeniero civil, ingeniero militar y docente","Radicalismo","Concepción del Uruguay, Entre Ríos, Argentina","1943-01-11","Buenos Aires, Argentina","Argentina",NA,"Ejército Argentino","General de división[2]​",1922
225,"Agustín P. Justo","guerra","Marcelo Torcuato de Alvear",1924-03-24,1928-10-12,1663,4.55304585900068,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",2192,0,24106,694,0,"Democracia","Área político-Institucional","Área Defensa",2,"1876-02-27","Entre Ríos","Universidad de Buenos AiresColegio Nacional de Buenos AiresColegio Militar de la Nación","militar, político, ingeniero civil, ingeniero militar y docente","Radicalismo","Concepción del Uruguay, Entre Ríos, Argentina","1943-01-11","Buenos Aires, Argentina","Argentina",NA,"Ejército Argentino","General de división[2]​",1924
226,"Manuel Domecq García","marina","Marcelo Torcuato de Alvear",1922-10-12,1928-10-12,2192,6.00136892539357,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",2192,0,24106,694,0,"Democracia","Área político-Institucional","Área Defensa",1,"1859-06-12",NA,NA,"Político y militar","Unión Cívica Radical Antipersonalista","Tobatí (Paraguay)","1951-01-11","Buenos Aires (Argentina)","Argentina y paraguaya",NA,"Armada Argentina","Almirante",1922
227,"Rafael Herrera Vegas","hacienda","Marcelo Torcuato de Alvear",1922-10-12,1923-10-10,363,0.993839835728953,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",363,1829,22277,2523,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1868-09-11",NA,"Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Caracas, Venezuela","1928-11-29","Buenos Aires, Argentina","Argentina",NA,NA,NA,1922
228,"Victor M. Molina","hacienda","Marcelo Torcuato de Alvear",1923-10-10,1928-10-12,1829,5.00752908966461,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",2192,0,24106,694,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1861-12-25","Buenos Aires",NA,"Abogado, político y economista","Partido Autonomista Nacional (1888-1891)Unión Cívica Radical (1891-1903/1905-1933)Partido Demócrata (1902-1903)Partido Autonomista (1903-1905)","Buenos Aires","1933-10-15","Buenos Aires, Argentina","Argentina","Academia Nacional de Ciencias Económicas (Argentina)",NA,NA,1923
229,"Tomás L. Breton","agricultura","Marcelo Torcuato de Alvear",1922-10-12,1924-10-07,726,1.98767967145791,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",726,1466,22640,2160,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1868-05-20","Buenos Aires","Colegio Nacional de Buenos Aires","Abogado, político y diplomático","Unión Cívica RadicalUCR-A","Buenos Aires (Argentina)","1959-02-15",NA,"Argentina",NA,NA,NA,1922
230,"Tomás L. Breton","agricultura","Marcelo Torcuato de Alvear",1924-10-07,1925-09-03,331,0.906228610540726,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",1057,1135,22971,1829,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1868-05-20","Buenos Aires","Colegio Nacional de Buenos Aires","Abogado, político y diplomático","Unión Cívica RadicalUCR-A","Buenos Aires (Argentina)","1959-02-15",NA,"Argentina",NA,NA,NA,1924
231,"Emilio Mihura","agricultura","Marcelo Torcuato de Alvear",1925-09-03,1928-10-12,1135,3.10746064339493,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",2192,0,24106,694,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1873-10-14","Entre Ríos",NA,"Político","Unión Cívica Radical","Gualeguay, Argentina","1943-08-13","Buenos Aires, Argentina","Argentina",NA,NA,NA,1925
232,"Eufrasio S. Loza","obras públicas","Marcelo Torcuato de Alvear",1922-10-12,1925-02-11,853,2.33538672142368,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",853,1339,22767,2033,1,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",1,"1871-01-01","Córdoba",NA,"Político","Unión Cívica Radical","Córdoba, Córdoba, Argentina",NA,"Buenos Aires, Argentina","Argentina",NA,NA,NA,1922
233,"Roberto M. Ortiz","obras públicas","Marcelo Torcuato de Alvear",1925-02-11,1928-10-12,1339,3.66598220396988,"1922-10-12","1928-10-12","1862-10-12","1930-09-06",2192,0,24106,694,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",2,"1886-09-24","Buenos Aires","Universidad de Buenos Aires","Abogado  político","Unión Cívica Radical
(hasta 1924)
Unión Cívica Radical Antipersonalista
(desde 1924)","Buenos Aires, Argentina","1942-07-15","Buenos Aires, Argentina","Argentina",NA,NA,NA,1925
234,"Elpidio Gonzalez","interior","Hipólito Yrigoyen 2",1928-10-12,1930-09-08,696,1.90554414784394,"1928-10-12","1930-09-06","1862-10-12","1930-09-06",696,-2,24802,-2,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1875-08-01","Santa Fe","Universidad Nacional de La PlataUniversidad Nacional de Córdoba","Político","Unión Cívica Radical","Rosario, Argentina","1951-10-18","Buenos Aires, Argentina","Argentina",NA,NA,NA,1928
235,"Horacio Oyhanarte","relaciones exteriores y culto","Hipólito Yrigoyen 2",1928-10-12,1930-09-08,696,1.90554414784394,"1928-10-12","1930-09-06","1862-10-12","1930-09-06",696,-2,24802,-2,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1885-03-15","Buenos Aires","Universidad Nacional de La Plata","Abogado","Unión Cívica Radical","Argentina","1946-11-07","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1928
236,"Juan de la Campa","justicia e instrucción pública","Hipólito Yrigoyen 2",1928-10-12,1930-09-08,696,1.90554414784394,"1928-10-12","1930-09-06","1862-10-12","1930-09-06",696,-2,24802,-2,0,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1888-01-01","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Buenos Aires (Argentina)","1931-09-19","Buenos Aires, Argentina","Argentina",NA,NA,NA,1928
237,"Luis J. Dellepiane","guerra","Hipólito Yrigoyen 2",1928-10-12,1930-09-08,696,1.90554414784394,"1928-10-12","1930-09-06","1862-10-12","1930-09-06",696,-2,24802,-2,0,"Democracia","Área político-Institucional","Área Defensa",1,"1865-04-26","Buenos Aires","Universidad de Buenos Aires","Político, militar e ingeniero","Unión Cívica Radical","Buenos Aires (Argentina)","1941-08-14","Federal (Argentina)","Argentina",NA,"Ejército Argentino","Teniente general",1928
238,"Tomás Zurueta","marina","Hipólito Yrigoyen 2",1928-10-12,1930-09-08,696,1.90554414784394,"1928-10-12","1930-09-06","1862-10-12","1930-09-06",696,-2,24802,-2,0,"Democracia","Área político-Institucional","Área Defensa",2,"1870-01-01","Buenos Aires",NA,"Oficial militar","Unión Cívica Radical","Buenos Aires (Argentina)","1931-09-17","Buenos Aires (Argentina)","Argentina",NA,"Armada Argentina",NA,1928
239,"Enrique Perez Colman","hacienda","Hipólito Yrigoyen 2",1928-10-12,1930-09-08,696,1.90554414784394,"1928-10-12","1930-09-06","1862-10-12","1930-09-06",696,-2,24802,-2,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1886-07-15","Entre Ríos",NA,"Abogado","Unión Cívica Radical","Paraná, Argentina","1957-08-04","Buenos Aires, Argentina","Argentina","Academia Nacional de la Historia de la República Argentina",NA,NA,1928
240,"Juan B. Fleitas","agricultura","Hipólito Yrigoyen 2",1928-10-12,1930-09-08,696,1.90554414784394,"1928-10-12","1930-09-06","1862-10-12","1930-09-06",696,-2,24802,-2,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1871-07-29","Corrientes","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Argentina","1954-03-14","Argentina","Argentina",NA,NA,NA,1928
241,"José B. Ábalos","obras públicas","Hipólito Yrigoyen 2",1928-10-12,1930-09-08,696,1.90554414784394,"1928-10-12","1930-09-06","1862-10-12","1930-09-06",696,-2,24802,-2,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",1,"1880-11-01","Santiago del Estero",NA,"Médico","Unión Cívica Radical","Santiago del Estero, Argentina","1966-08-06","Rosario, Argentina","Argentina",NA,NA,NA,1928
242,"Matías Sanchez Sorondo","interior","José Felix Uriburu",1930-09-08,1931-04-17,221,0.605065023956194,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",223,309,223,309,1,"Autoritarismo","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1880-01-01","Buenos Aires",NA,"Abogado y político.","Partido Conservador","Buenos Aires, Argentina","1959-01-01","Buenos Aires, Argentina","Argentina","Academia Argentina de Letras",NA,NA,1930
243,"Octavio P. Pico","interior","José Felix Uriburu",1931-04-17,1932-02-20,309,0.845995893223819,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",532,0,532,0,0,"Autoritarismo","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1867-07-27","Buenos Aires","Facultad de Ingeniería, Universidad de Buenos Aires","Ingeniero y político.","Unión Cívica de la JuventudUnión CívicaUnión Cívica NacionalUnión CívicaPartido Demócrata ProgresistaAcción Nacionalista Argentina","Buenos Aires, Argentina","1943-06-13","Buenos Aires, Argentina","Argentina",NA,NA,NA,1931
244,"Ernesto Bosch","relaciones exteriores y culto","José Felix Uriburu",1930-09-08,1931-11-04,422,1.15537303216975,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",424,108,424,108,1,"Autoritarismo","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1863-01-08","Buenos Aires","Universidad de Buenos Aires","Abogado, diplomático y político.",NA,"Buenos Aires, Argentina","1951-08-22","Buenos Aires, Argentina","Argentina","Academia Nacional de Ciencias Morales y Políticas",NA,NA,1930
245,"Adolfo Bioy","relaciones exteriores y culto","José Felix Uriburu",1931-11-04,1932-02-20,108,0.295687885010267,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",532,0,532,0,0,"Autoritarismo","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1882-07-27","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Nacional
Partido Demócrata","Pardo, Provincia de Buenos Aires, Argentina","1962-08-26","Buenos Aires, Argentina","Argentina","Academia Nacional de Ciencias Morales y Políticas",NA,NA,1931
246,"Ernesto E. Padilla","justicia e instrucción pública","José Felix Uriburu",1930-09-08,1931-04-17,221,0.605065023956194,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",223,309,223,309,1,"Autoritarismo","Área político-Institucional","Área Justicia-Otros",1,"1873-01-05","Tucumán","Universidad de Buenos Aires","Abogado y político","Partido Liberal","San Miguel de Tucumán (Argentina)","1951-08-22","Buenos Aires (Argentina)","Argentina","Academia Nacional de la Historia de la República Argentina",NA,NA,1930
247,"Guillermo Rothe","justicia e instrucción pública","José Felix Uriburu",1931-04-17,1932-02-20,309,0.845995893223819,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",532,0,532,0,0,"Autoritarismo","Área político-Institucional","Área Justicia-Otros",2,"1879-12-10","Córdoba",NA,"Político","Demócrata Nacional
Autonomista Nacional","Villa del Totoral, Córdoba","1959-01-22","Buenos Aires","Argentina",NA,NA,NA,1931
248,"Francisco Medina","guerra","José Felix Uriburu",1930-09-08,1932-02-20,530,1.45106091718001,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",532,0,532,0,0,"Autoritarismo","Área político-Institucional","Área Defensa",1,"1870-01-01","Buenos Aires",NA,NA,NA,"Buenos Aires (Argentina)","1945-07-12",NA,"Argentina",NA,NA,NA,1930
249,"Abel Renard","marina","José Felix Uriburu",1930-09-08,1931-04-17,221,0.605065023956194,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",223,309,223,309,1,"Autoritarismo","Área político-Institucional","Área Defensa",1,"1875-11-26","Buenos Aires",NA,"Militar",NA,"Buenos Aires, Argentina","1949-09-06","Buenos Aires, Argentina","Argentina",NA,"Armada Argentina","Almirante",1930
250,"Carlos G. Daireaux","marina","José Felix Uriburu",1931-04-17,1932-02-20,309,0.845995893223819,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",532,0,532,0,0,"Autoritarismo","Área político-Institucional","Área Defensa",1,"1871-12-21","Buenos Aires","Escuela Naval Militar (Argentina)","Militar",NA,"Buenos Aires, Argentina","1957-11-14","Buenos Aires, Argentina","Argentina",NA,"Armada Argentina","Vicealmirante",1931
251,"Enrique S. Perez","hacienda","José Felix Uriburu",1930-09-08,1931-04-17,221,0.605065023956194,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",223,309,223,309,1,"Autoritarismo","Área Económica-Productiva","Área Económica",2,"1863-10-28","Buenos Aires",NA,"Abogado y político.","Unión Cívica de la Juventud
Unión Cívica
Unión Cívica Radical
Unión Cívica Radical Antipersonalista",NA,"1946-11-14",NA,"Argentina",NA,NA,NA,1930
252,"Enrique M. Ribera","hacienda","José Felix Uriburu",1931-04-17,1932-02-20,309,0.845995893223819,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",532,0,532,0,0,"Autoritarismo","Área Económica-Productiva","Área Económica",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931
253,"Horacio Beccar Varela","agricultura","José Felix Uriburu",1930-09-08,1931-04-17,221,0.605065023956194,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",223,309,223,309,1,"Autoritarismo","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1875-12-03","Buenos Aires","Universidad de Buenos Aires","Abogado",NA,"Buenos Aires, Argentina","1949-06-02","San Isidro (Buenos Aires), Argentina","Argentina",NA,NA,NA,1930
254,"David M. Arias","agricultura","José Felix Uriburu",1931-04-17,1932-02-20,309,0.845995893223819,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",532,0,532,0,0,"Autoritarismo","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1888-11-11","Santa Fe","Universidad de Buenos Aires","Abogado","Partido Demócrata Nacional","Rosario (Argentina)","1966-03-31","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1931
