"X","ministro","ministerio","presidente","correccion_fechadeentrada","correccion_fechadesalida","diferencia_dias","duration_minister_in_yrs","comienzo_administracion","fin_administracion","comienzo_regimen","fin_regimen","x1_administracion","x2_administracion","x1_regimen","x2_regimen","dummy_replacement","tipo_regimen","clasificacion_area","clasificacion_area_amplio","cantidaddevecesqueocupounm","informacion_personal_nacimiento_date","provincia_nacimiento","educacion_educado_en","informacion_profesional_ocupacion","informacion_profesional_partido_politico","informacion_personal_nacimiento_place","informacion_personal_fallecimiento_date","informacion_personal_fallecimiento_place","informacion_personal_nacionalidad","informacion_profesional_miembro_de","informacion_profesional_rama_militar","informacion_profesional_rango_militar","Year"
865,"Anibal Fernandez","jefatura de gabinete","Cristina Fernández 1",2009-07-08,2011-12-10,885,2.42299794661191,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1957-01-09","Buenos Aires","Universidad Nacional de Lomas de Zamora","Abogado, economista y político","Partido Justicialista","Quilmes (Argentina)",NA,NA,"Argentina",NA,NA,NA,2009
866,"Anibal Florencio Randazzo","interior","Cristina Fernández 1",2007-12-10,2011-12-10,1461,4,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1964-03-01","Buenos Aires","Universidad de Buenos Aires","Contador público","Partido Justicialista (1983-2024)[5]​","Chivilcoy, Argentina",NA,NA,"Argentina",NA,NA,NA,2007
867,"Jorge Enrique Taiana","relaciones exteriores, comercio internacional y culto","Cristina Fernández 1",2007-12-10,2010-07-22,955,2.61464750171116,"2007-12-10","2011-12-10","1983-12-10",NA,955,506,9721,NA,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1950-05-31","Buenos Aires","Universidad de  Buenos AiresFacultad Latinoamericana de Ciencias Sociales","Sociólogo, profesor, diplomático, político","Partido Justicialista","Argentina",NA,NA,"Argentina","Grupo de Puebla[1]​",NA,NA,2007
868,"Hector Marcos Timerman","relaciones exteriores, comercio internacional y culto","Cristina Fernández 1",2010-07-22,2011-12-10,506,1.38535249828884,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1953-12-16","Buenos Aires","Universidad de Columbia","Periodista, diplomático","Independiente","Buenos Aires (Argentina)","2018-12-30","Buenos Aires (Argentina)","Argentina",NA,NA,NA,2010
869,"Nilda Celia Garre","defensa","Cristina Fernández 1",2007-12-10,2010-12-15,1101,3.01437371663244,"2007-12-10","2011-12-10","1983-12-10",NA,1101,360,9867,NA,1,"Democracia","Área político-Institucional","Área Defensa",4,"1945-11-03","Buenos Aires",NA,"Abogada y política","Partido Justicialista (1969-1989)  Frente Grande (1995-presente)[2]​","Argentina",NA,NA,"argentina",NA,NA,NA,2007
870,"Arturo Antonio Puricelli","defensa","Cristina Fernández 1",2010-12-15,2011-12-10,360,0.985626283367556,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área político-Institucional","Área Defensa",3,"1947-10-08","Santa Cruz","Universidad Nacional del Litoral","Abogado","Partido Justicialista
(hasta 1999, 2001-Presente)
Movimiento Federal Santacruceño
(1999-2001)","Argentina",NA,NA,"Argentina",NA,NA,NA,2010
871,"Martín Lousteau","economía y producción","Cristina Fernández 1",2007-12-10,2008-04-25,137,0.375085557837098,"2007-12-10","2011-12-10","1983-12-10",NA,137,1324,8903,NA,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1970-12-08","Buenos Aires","Universidad de San Andrés","Economista","Unión Cívica Radical
(desde 2017)
​","Buenos Aires, Argentina",NA,NA,"Argentina",NA,NA,NA,2007
872,"Carlos Rafael Fernandez","economía y producción","Cristina Fernández 1",2008-04-25,2009-07-08,439,1.20191649555099,"2007-12-10","2011-12-10","1983-12-10",NA,576,885,9342,NA,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1954-01-01","Buenos Aires","Universidad Nacional de La Plata","Economista","Partido Justicialista",NA,NA,NA,"Argentina",NA,NA,NA,2008
873,"Amado Boudou","economía","Cristina Fernández 1",2009-07-08,2011-12-10,885,2.42299794661191,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1962-11-19","Buenos Aires","Universidad Nacional de Mar del Plata  Universidad del CEMA","Economista y político","UCeDé
(1983-1990)
Partido Justicialista
(1990-2016)
MILES
(2016-2017)
Corriente Patria para Todos
(2017-2021)
Soberanxs
(2021-2023)","Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2009
874,"Julio de Vido","planificación federal, inversión pública y servicios","Cristina Fernández 1",2007-12-10,2011-12-10,1461,4,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",3,"1949-12-26","Buenos Aires","Universidad de Buenos Aires","Político  Arquitecto","Partido Justicialista","Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2007
875,"Anibal Fernandez","justicia, seguridad y derechos humanos","Cristina Fernández 1",2007-12-10,2009-07-08,576,1.57700205338809,"2007-12-10","2011-12-10","1983-12-10",NA,576,885,9342,NA,1,"Democracia","Área Social","Área Salud-Seguridad",5,"1957-01-09","Buenos Aires","Universidad Nacional de Lomas de Zamora","Abogado, economista y político","Partido Justicialista","Quilmes (Argentina)",NA,NA,"Argentina",NA,NA,NA,2007
876,"Julio Cesar Alak","justicia, seguridad y derechos humanos","Cristina Fernández 1",2009-07-08,2011-12-10,885,2.42299794661191,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Social","Área Salud-Seguridad",2,"1958-01-09","Buenos Aires","Universidad Nacional de La Plata","Abogado y político","Partido Justicialista","Benito Juárez (Argentina)",NA,NA,"Argentina",NA,NA,NA,2009
877,"Carlos Tomada","trabajo, empleo y seguridad social","Cristina Fernández 1",2007-12-10,2011-12-10,1461,4,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Social","Área Social",3,"1948-05-04","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Justicialista","Buenos Aires,  Argentina",NA,NA,"Argentina","Grupo de Puebla[2]​",NA,NA,2007
878,"Alicia Kirchner","desarrollo social","Cristina Fernández 1",2007-12-10,2011-12-10,1461,4,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Social","Área Social",4,"1946-07-18","Santa Cruz",NA,"Política y docente","Partido Justicialista
(hasta 2010)
Kolina
(desde 2010)","Río Gallegos (Argentina)",NA,NA,"Argentina",NA,NA,NA,2007
879,"Graciela Ocaña","salud","Cristina Fernández 1",2007-12-10,2009-07-01,569,1.55783709787817,"2007-12-10","2011-12-10","1983-12-10",NA,569,892,9335,NA,1,"Democracia","Área Social","Área Salud-Seguridad",1,"1960-09-16","Buenos Aires",NA,"Politóloga","Afirmacíon para una República Igualitaria
(2001-2003)
Confianza Pública
(desde 2014)","San Justo (Argentina)",NA,NA,"Argentina",NA,NA,NA,2007
880,"José Luis Manzur","salud","Cristina Fernández 1",2009-07-01,2011-12-10,892,2.44216290212183,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Social","Área Salud-Seguridad",2,"1969-01-08","Tucumán","Universidad de Tucumán","Médico, político","Partido Justicialista","San Miguel de Tucumán, Argentina",NA,NA,"Argentina",NA,NA,NA,2009
881,"Juan Carlos Tedesco","educación","Cristina Fernández 1",2007-12-10,2009-07-23,591,1.61806981519507,"2007-12-10","2011-12-10","1983-12-10",NA,591,870,9357,NA,1,"Democracia","Área Social","Área Cultura-Ciencia-Educación",1,"1944-02-05","Buenos Aires","Universidad de Buenos Aires","Pedagogo",NA,"(Argentina)","2017-05-08","(Argentina)","Argentina",NA,NA,NA,2007
882,"Alberto Sileoni","educación","Cristina Fernández 1",2009-07-23,2011-12-10,870,2.38193018480493,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Social","Área Cultura-Ciencia-Educación",2,"1952-01-23","Buenos Aires","Universidad de Buenos AiresLicenciado en Historia","Político y Educador","Frente para la Victoria","Argentina",NA,NA,"Argentina",NA,NA,NA,2009
883,"José Lino Salvador Barañao","ciencia, tecnología e innovación productiva","Cristina Fernández 1",2007-12-10,2011-12-10,1461,4,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Social","Área Cultura-Ciencia-Educación",3,"1953-12-28","Buenos Aires","Universidad de Buenos Aires","Químico",NA,"Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2007
884,"Julian Andrés Dominguez","agricultura, ganadería y pesca","Cristina Fernández 1",2009-10-01,2011-12-10,800,2.19028062970568,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1963-11-24","Buenos Aires","Universidad de Buenos Aires","Político y abogado","Partido Justicialista","Chacabuco, Provincia de Buenos Aires",NA,NA,"Argentina","Grupo de Puebla[3]​",NA,NA,2009
885,"Carlos Enrique Meyer","turismo","Cristina Fernández 1",2010-06-30,2011-12-10,528,1.44558521560575,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1953-06-12","Buenos Aires",NA,"Emprendedor","Frente para la Victoria","Ramos Mejía, Buenos Aires",NA,NA,"Argentina",NA,NA,NA,2010
886,"Debora Adriana Giorgi","producción","Cristina Fernández 1",2008-11-26,2011-12-10,1109,3.0362765229295,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1959-10-21","Buenos Aires",NA,"economista y política",NA,"Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2008
887,"Nilda Garre","seguridad","Cristina Fernández 1",2010-12-15,2011-12-10,360,0.985626283367556,"2007-12-10","2011-12-10","1983-12-10",NA,1461,0,10227,NA,0,"Democracia","Área Social","Área Salud-Seguridad",4,"1945-11-03","Buenos Aires",NA,"Abogada y política","Partido Justicialista
(1969-1989)
Frente Grande
(1995-presente)
​","Argentina",NA,NA,"argentina",NA,NA,NA,2010
888,"Juan Manuel Abal Medina","jefatura de gabinete","Cristina Fernández 2",2011-12-10,2013-11-20,711,1.94661190965092,"2011-12-10","2015-12-10","1983-12-10",NA,711,750,10938,NA,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1945-03-01","Buenos Aires","Colegio Nacional de Buenos Aires","Periodista, político y abogado","Partido Justicialista","Buenos Aires, Argentina",NA,NA,"Argentina",NA,NA,NA,2011
889,"Jorge Milton Capitanich","jefatura de gabinete","Cristina Fernández 2",2013-11-20,2015-02-26,463,1.26762491444216,"2011-12-10","2015-12-10","1983-12-10",NA,1174,287,11401,NA,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",8,"1964-11-28","Chaco","Universidad de BelgranoUniversidad de San Andrés (Maestría en Políticas públicas)Universidad Nacional del Nordeste (Contador público; hasta 1988)Escuela Superior de Economía y Administración de Empresas (Maestría; hasta 1999)","Contador público y político","Partido Justicialista","Presidencia Roque Sáenz Peña (Argentina)",NA,NA,"Argentina",NA,NA,NA,2013
890,"Anibal Fernandez","jefatura de gabinete","Cristina Fernández 2",2015-02-26,2015-12-10,287,0.785763175906913,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1957-01-09","Buenos Aires","Universidad Nacional de Lomas de Zamora","Abogado, economista y político","Partido Justicialista","Quilmes (Argentina)",NA,NA,"Argentina",NA,NA,NA,2015
891,"Anibal Florencio Randazzo","interior","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1964-03-01","Buenos Aires","Universidad de Buenos Aires","Contador público","Partido Justicialista (1983-2024)[5]​","Chivilcoy, Argentina",NA,NA,"Argentina",NA,NA,NA,2011
892,"Hector Marcos Timerman","relaciones exteriores, comercio internacional y culto","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1953-12-16","Buenos Aires","Universidad de Columbia","Periodista, diplomático","Independiente","Buenos Aires (Argentina)","2018-12-30","Buenos Aires (Argentina)","Argentina",NA,NA,NA,2011
893,"Arturo Antonio Puricelli","defensa","Cristina Fernández 2",2011-12-10,2013-06-03,541,1.48117727583847,"2011-12-10","2015-12-10","1983-12-10",NA,541,920,10768,NA,1,"Democracia","Área político-Institucional","Área Defensa",3,"1947-10-08","Santa Cruz","Universidad Nacional del Litoral","Abogado","Partido Justicialista
(hasta 1999, 2001-Presente)
Movimiento Federal Santacruceño
(1999-2001)","Argentina",NA,NA,"Argentina",NA,NA,NA,2011
894,"Agustín Rossi","defensa","Cristina Fernández 2",2013-06-03,2015-12-10,920,2.51882272416153,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área político-Institucional","Área Defensa",1,"1959-10-18","Santa Fe","Universidad Nacional de Rosario","Político","Partido Justicialista","Argentina",NA,NA,"Argentina",NA,NA,NA,2013
895,"Nilda Celia Garre","seguridad","Cristina Fernández 2",2011-12-10,2013-06-03,541,1.48117727583847,"2011-12-10","2015-12-10","1983-12-10",NA,541,920,10768,NA,1,"Democracia","Área Social","Área Salud-Seguridad",4,"1945-11-03","Buenos Aires",NA,"Abogada y política","Partido Justicialista (1969-1989)  Frente Grande (1995-presente)[2]​","Argentina",NA,NA,"argentina",NA,NA,NA,2011
896,"Arturo Antonio Puricelli","seguridad","Cristina Fernández 2",2013-06-03,2013-12-04,184,0.503764544832307,"2011-12-10","2015-12-10","1983-12-10",NA,725,736,10952,NA,1,"Democracia","Área Social","Área Salud-Seguridad",3,"1947-10-08","Santa Cruz","Universidad Nacional del Litoral","Abogado","Partido Justicialista
(hasta 1999, 2001-Presente)
Movimiento Federal Santacruceño
(1999-2001)","Argentina",NA,NA,"Argentina",NA,NA,NA,2013
897,"María Cecilia Rodriguez","seguridad","Cristina Fernández 2",2013-12-04,2015-12-10,736,2.01505817932923,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Social","Área Salud-Seguridad",1,"1967-09-12","Buenos Aires",NA,"Politóloga","Nuevo Encuentro","Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2013
898,"Hernan Gaspar Lorenzino","economía","Cristina Fernández 2",2011-12-10,2013-11-20,711,1.94661190965092,"2011-12-10","2015-12-10","1983-12-10",NA,711,750,10938,NA,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1972-03-05","Buenos Aires","Universidad Nacional de La Plata","economista diplomáticoAbogado","Frente para la Victoria","La Plata, Argentina",NA,NA,"Argentina",NA,NA,NA,2011
899,"Axel Kicillof","economía","Cristina Fernández 2",2013-11-20,2015-12-10,750,2.05338809034908,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1971-09-20","Buenos Aires","Colegio Nacional de Buenos Aires (Bachiller en Ciencias Sociales; 1984-1989)  Universidad de Buenos Aires (Lic. en Economía; 1990-1995)","Economista, docente y político","Partido Justicialista
(desde 2021)
​","Buenos Aires, Argentina",NA,NA,"Argentina",NA,NA,NA,2013
900,"Julio de Vido","planificación federal, inversión pública y servicios","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",3,"1949-12-26","Buenos Aires","Universidad de Buenos Aires","Político  Arquitecto","Partido Justicialista","Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2011
901,"Julio Cesar Alak","justicia, seguridad y derechos humanos","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Social","Área Salud-Seguridad",2,"1958-01-09","Buenos Aires","Universidad Nacional de La Plata","Abogado y político","Partido Justicialista","Benito Juárez (Argentina)",NA,NA,"Argentina",NA,NA,NA,2011
902,"Carlos Tomada","trabajo, empleo y seguridad social","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Social","Área Social",3,"1948-05-04","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Justicialista","Buenos Aires,  Argentina",NA,NA,"Argentina","Grupo de Puebla[2]​",NA,NA,2011
903,"Alicia Kirchner","desarrollo social","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Social","Área Social",4,"1946-07-18","Santa Cruz",NA,"Política y docente","Partido Justicialista
(hasta 2010)
Kolina
(desde 2010)","Río Gallegos (Argentina)",NA,NA,"Argentina",NA,NA,NA,2011
904,"Juan Luis Manzur","salud","Cristina Fernández 2",2011-12-10,2015-02-26,1174,3.21423682409309,"2011-12-10","2015-12-10","1983-12-10",NA,1174,287,11401,NA,1,"Democracia","Área Social","Área Salud-Seguridad",2,"1969-01-08","Tucumán","Universidad de Tucumán","Médico, político","Partido Justicialista","San Miguel de Tucumán (Argentina)",NA,NA,"Argentina",NA,NA,NA,2011
905,"Daniel Gustavo Gollan","salud","Cristina Fernández 2",2015-02-26,2015-12-10,287,0.785763175906913,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Social","Área Salud-Seguridad",1,"1955-06-05","Córdoba","Universidad Nacional de Rosario","Médico y político","Partido Justicialista","José de la Quintana, Córdoba, Argentina",NA,NA,"Argentina",NA,NA,NA,2015
906,"Alberto Sileoni","educación","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Social","Área Cultura-Ciencia-Educación",2,"1952-01-23","Buenos Aires","Universidad de Buenos AiresLicenciado en Historia","Político y Educador","Frente para la Victoria","Argentina",NA,NA,"Argentina",NA,NA,NA,2011
907,"José Lino Salvador Barañao","ciencia, tecnología e innovación productiva","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Social","Área Cultura-Ciencia-Educación",3,"1953-12-28","Buenos Aires","Universidad de Buenos Aires","Químico",NA,"Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2011
908,"Carlos Enrique Meyer","turismo","Cristina Fernández 2",2011-12-10,2015-12-10,1461,4,"2011-12-10","2015-12-10","1983-12-10",NA,1461,0,11688,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1953-06-12","Buenos Aires",NA,"Emprendedor","Frente para la Victoria","Ramos Mejía, Buenos Aires",NA,NA,"Argentina",NA,NA,NA,2011
909,"Gustavo Yauhar","agricultura, ganadería y pesca","Cristina Fernández 2",2011-12-10,2013-11-20,711,1.94661190965092,"2011-12-10","2015-12-10","1983-12-10",NA,711,750,10938,NA,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1960-12-07","Río Negro",NA,"Político","Frente para la Victoria","Argentina",NA,NA,"Argentina",NA,NA,NA,2011
